restaurant_id,name,resto_TA_url,nb_reviews,min_price,max_price,keywords,address,phone_number,website,menu,ranking,rating,score,neighborhood,cuisine,food_specificity,place_type,distance_to_bokan
37,Antalya Restaurant Windsor,https://www.tripadvisor.co.uk/Restaurant_Review-g186419-d11865738-Reviews-Antalya_Restaurant_Windsor-Windsor_Windsor_and_Maidenhead_Berkshire_England.html,999,2,3,"['Mediterranean', 'Turkish', 'Vegan']","5 Queen Annes Court Peascod Street, Windsor SL4 1DG England",+44 1753 840396,Website not scraped,Menu not scraped,#1 of 131 Restaurants in Windsor,5.0,1.0,Windsor,Turkish,Vegan,,40.808
38,Tandoori Lounge,https://www.tripadvisor.co.uk/Restaurant_Review-g503784-d12999020-Reviews-Tandoori_Lounge-Hornchurch_Greater_London_England.html,343,2,3,"['Indian', 'International', 'Asian']","185 High Street, Hornchurch RM11 3XS England",+44 1708 564767,Website not scraped,Menu not scraped,#1 of 93 Restaurants in Hornchurch,4.5,1.0,Hornchurch,Indian,,,18.187
33,ITJL,https://www.tripadvisor.co.uk/Restaurant_Review-g17478676-d13428223-Reviews-ITJL-Colindale_Greater_London_England.html,254,1,1,"['Asian', 'Vegan', 'Vegan']","10 Charcot Road, Colindale NW9 5HR England",+44 20 3952 7517,Website not scraped,Menu not scraped,Ranking not found,5.0,,,Asian,Vegan,,
32,Haweli of Ealing,https://www.tripadvisor.co.uk/Restaurant_Review-g12692256-d4071984-Reviews-Haweli_of_Ealing-Ealing_Greater_London_England.html,314,2,3,"['Indian', 'Asian', 'Indian']","127-129 Uxbridge Road West Ealing, Ealing W13 9AU England",+44 20 8567 6211,Website not scraped,Menu not scraped,Ranking not found,4.5,,,Indian,,,20.112
30,the Orpington,https://www.tripadvisor.co.uk/Restaurant_Review-g1934185-d15563947-Reviews-The_Orpington-Orpington_Bromley_Greater_London_England.html,177,2,3,"['International', 'European', 'British']","161 High Street Next door to Iceland, Orpington, Bromley BR6 0LW England",+44 1689 666900,Website not scraped,Menu not scraped,#1 of 117 Restaurants in Orpington,5.0,1.0,Orpington,British,,,
31,Lentil,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7808892-Reviews-Lentil-London_England.html,346,2,3,"['Indian', 'Asian', 'Indian']","185 South Ealing Road, London W5 4RH England",+44 20 8560 5900,Website not scraped,Menu not scraped,"#47 of 16,986 Restaurants in London",5.0,1.0,London,Indian,,,19.522
28,Ponte Nuovo,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d2620286-Reviews-Ponte_Nuovo-Croydon_Greater_London_England.html,907,2,3,"['Italian', 'Italian', 'Mediterranean']","86-88 High Street, Croydon CR0 1NA England",+44 20 8686 1112,Website not scraped,Menu not scraped,#1 of 337 Restaurants in Croydon,4.5,1.0,Croydon,Italian,,,15.468
29,Mezzet Lebanese Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g504169-d10292747-Reviews-Mezzet_Lebanese_Restaurant-East_Molesey_Molesey_Surrey_England.html,1249,2,3,"['Lebanese', 'Mediterranean', 'Middle Eastern']","43 Bridge Road, East Molesey KT8 9ER England",+44 20 8979 4088,Website not scraped,Menu not scraped,#1 of 37 Restaurants in East Molesey,4.5,1.0,Molesey,Lebanese,,,25.108
27,Bombaylicious,https://www.tripadvisor.co.uk/Restaurant_Review-g7383687-d20405898-Reviews-Bombaylicious-Coulsdon_Greater_London_England.html,77,2,3,"['Indian', 'Asian', 'Barbecue']","145 Brighton Road, Coulsdon CR5 2NJ England",+44 20 8660 8915,Website not scraped,Menu not scraped,Ranking not found,5.0,,,Indian,Barbecue,,21.489
26,Umi,https://www.tripadvisor.co.uk/Restaurant_Review-g528819-d10490489-Reviews-Umi-Twickenham_Greater_London_England.html,418,2,3,"['Japanese', 'Japanese', 'Asian']","30 York Street, Twickenham TW1 3LJ England",+44 20 8892 2976,Website not scraped,Menu not scraped,#1 of 138 Restaurants in Twickenham,5.0,1.0,Twickenham,Asian,,,21.873
7,Sidra,https://www.tripadvisor.co.uk/Restaurant_Review-g528818-d4554708-Reviews-Sidra-Teddington_Richmond_upon_Thames_Greater_London_England.html,140,1,1,"['Lebanese', 'Cafe', 'Mediterranean']","5 Church Road, Teddington, Richmond TW11 8PF England",+44 20 8977 2725,Website not scraped,Menu not scraped,#2 of 51 Restaurants in Teddington,5.0,0.98,Teddington,Lebanese,,Cafe,23.25
25,Oliveira Organic Vegetarian Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13915112-Reviews-Oliveira_Organic_Vegetarian_Kitchen-London_England.html,195,2,3,"['International', 'European', 'Contemporary']","469 Upper Richmond Road West, London SW14 7PU England",+44 20 8255 2462,Website not scraped,Menu not scraped,"#29 of 16,986 Restaurants in London",5.0,1.0,London,International,Contemporary,,17.73
24,Revolution,https://www.tripadvisor.co.uk/Restaurant_Review-g191301-d4453079-Reviews-Revolution-Richmond_upon_Thames_Greater_London_England.html,1289,2,3,"['Bar', 'Italian', 'British']","4 Whittaker Avenue Richmond, Richmond TW9 1EH England",+44 20 8940 1379,Website not scraped,Menu not scraped,#2 of 116 Restaurants in Richmond,4.5,0.991,Richmond,Italian,,Bar,20.242
5,Obon Sushi & Udon,https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d7898161-Reviews-Obon_Sushi_Udon-Kingston_upon_Thames_Greater_London_England.html,206,2,3,"['Japanese', 'Vegan', 'Gluten Free Options']","42 Richmond Road, Kingston upon Thames KT2 5EE England",+44 20 8546 5452,Website not scraped,Menu not scraped,#1 of 168 Restaurants in Kingston upon Thames,5.0,1.0,Thames,,Vegan,,21.509
8,Piate,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12960882-Reviews-Piate-London_England.html,102,2,3,"['Mediterranean', 'European', 'Vegan']","300 King Street Ravenscourt Park, London W6 0RR England",+44 20 8617 1092,Website not scraped,Menu not scraped,"#8 of 16,988 Restaurants in London",5.0,1.0,London,European,Vegan,,
6,4 Locos Argentine Steakhouse,https://www.tripadvisor.co.uk/Restaurant_Review-g2536732-d14976947-Reviews-4_Locos_Argentine_Steakhouse-Purley_Greater_London_England.html,139,2,3,"['Steakhouse', 'South American', 'Vegan']","6-8 Tudor Court- Russell Hill Road, Purley CR8 2LA England",+44 20 8660 5200,Website not scraped,Menu not scraped,#1 of 32 Restaurants in Purley,5.0,1.0,Purley,South American,Vegan,Steakhouse,
4,Kulcha Express,https://www.tripadvisor.co.uk/Restaurant_Review-g1646066-d13110428-Reviews-Kulcha_Express-Southall_Ealing_Greater_London_England.html,36,1,1,"['Indian', 'Fast food', 'Asian']","108 The Green, Southall, Ealing UB2 4BQ England",+44 20 8843 2226,Website not scraped,Menu not scraped,#21 of 75 Restaurants in Southall,4.5,0.987,Southall,Indian,Fast food,,24.724
3,Doosra,https://www.tripadvisor.co.uk/Restaurant_Review-g1752250-d13374090-Reviews-Doosra-Surbiton_Kingston_upon_Thames_Greater_London_England.html,208,2,3,"['Indian', 'Vegan', 'Vegan']","282 Ewell Road, Surbiton, Kingston upon Thames KT6 7AQ England",+44 20 3196 7716,Website not scraped,Menu not scraped,#2 of 87 Restaurants in Surbiton,5.0,0.989,Surbiton,Indian,Vegan,,22.678
2,Mezzet Dar,https://www.tripadvisor.co.uk/Restaurant_Review-g504169-d7221903-Reviews-Mezzet_Dar-East_Molesey_Molesey_Surrey_England.html,430,2,3,"['Lebanese', 'Mediterranean', 'Spanish']","39 Bridge Road Hampton Court, East Molesey KT8 9ER England",+44 20 8783 0149,Website not scraped,Menu not scraped,#2 of 37 Restaurants in East Molesey,5.0,0.973,Molesey,Lebanese,,,
93,Little Mumbai,https://www.tripadvisor.co.uk/Restaurant_Review-g528819-d9974263-Reviews-Little_Mumbai-Twickenham_Greater_London_England.html,288,2,3,"['Indian', 'Asian', 'Barbecue']","98 Heath Road, Twickenham TW1 4BW England",+44 20 8892 1100,Website not scraped,Menu not scraped,#4 of 138 Restaurants in Twickenham,4.5,0.978,Twickenham,Indian,Barbecue,,22.428
90,Pier 1,https://www.tripadvisor.co.uk/Restaurant_Review-g191301-d3174228-Reviews-Pier_1-Richmond_upon_Thames_Greater_London_England.html,698,2,3,"['Seafood', 'British', 'Vegan']","11-13 Petersham Road, Richmond TW10 6UH England",+44 20 8332 2778,Website not scraped,Menu not scraped,#6 of 116 Restaurants in Richmond,4.5,0.957,Richmond,British,Seafood,,20.097
95,Meimo,https://www.tripadvisor.co.uk/Restaurant_Review-g186419-d3228690-Reviews-Meimo-Windsor_Windsor_and_Maidenhead_Berkshire_England.html,2081,2,3,"['African', 'Mediterranean', 'Middle Eastern']","69/70 Peascod Street, Windsor SL4 1DE England",+44 1753 862222,Website not scraped,Menu not scraped,#2 of 131 Restaurants in Windsor,4.5,0.992,Windsor,African,,,40.809
91,Cuore Food From The Earth,https://www.tripadvisor.co.uk/Restaurant_Review-g1439404-d10331439-Reviews-Cuore_Food_From_The_Earth-Bexleyheath_Greater_London_England.html,99,1,1,"['Italian', 'Cafe', 'Mediterranean']","278 Broadway, Bexleyheath DA6 8BE England",+44 20 8303 5131,Website not scraped,Menu not scraped,#3 of 83 Restaurants in Bexleyheath,5.0,0.976,Bexleyheath,Italian,,Cafe,12.63
94,Sushi Nara,https://www.tripadvisor.co.uk/Restaurant_Review-g477981-d2500185-Reviews-Sushi_Nara-Staines_Surrey_England.html,417,2,3,"['Japanese', 'Japanese', 'Asian']","1 Church Street, Staines TW18 4EN England",+44 1784 558066,Website not scraped,Menu not scraped,#2 of 57 Restaurants in Staines,4.5,0.982,Staines,Asian,,,34.827
92,L'oro di Napoli,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7290752-Reviews-L_oro_di_Napoli-London_England.html,738,1,1,"['Italian', 'Italian', 'Italian']","6 The Quadrant Little Ealing Lane, London W5 4EE England",+44 20 3632 5580,Website not scraped,Menu not scraped,Ranking not found,4.5,,,Italian,,,19.644
124,Limes of Windsor,https://www.tripadvisor.co.uk/Restaurant_Review-g186419-d3421328-Reviews-Limes_of_Windsor-Windsor_Windsor_and_Maidenhead_Berkshire_England.html,299,1,1,"['Cafe', 'Vegan', 'Vegan']","2 Market Street, Windsor SL4 1PB England",+44 7730 351962,Website not scraped,Menu not scraped,#6 of 131 Restaurants in Windsor,4.5,0.962,Windsor,,Vegan,Cafe,40.458
125,Windsor Grill,https://www.tripadvisor.co.uk/Restaurant_Review-g186419-d1371304-Reviews-Windsor_Grill-Windsor_Windsor_and_Maidenhead_Berkshire_England.html,631,2,3,"['Steakhouse', 'Seafood', 'European']","65 St. Leonards Road, Windsor SL4 3BX England",+44 1753 859658,Website not scraped,Menu not scraped,#5 of 131 Restaurants in Windsor,4.5,0.969,Windsor,European,Seafood,Steakhouse,40.894
155,The Cod Father,https://www.tripadvisor.co.uk/Restaurant_Review-g1566233-d2510361-Reviews-The_Cod_Father-Northolt_Ealing_Greater_London_England.html,282,1,1,"['Seafood', 'Fast food', 'British']","81 Oldfields Circus, Northolt, Ealing UB5 4RU England",+44 20 8423 9240,Website not scraped,Menu not scraped,Ranking not found,4.5,,,British,Seafood,,23.346
154,Number One Thai Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d2459499-Reviews-Number_One_Thai_Restaurant-Sutton_Greater_London_England.html,342,2,3,"['Asian', 'Thai', 'Vegan']","1 Cheam Road, Sutton SM1 1SN England",+44 20 8643 3399,Website not scraped,Menu not scraped,#2 of 129 Restaurants in Sutton,4.5,0.992,Sutton,Thai,Vegan,,19.5
153,Leftbank Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g190796-d1977290-Reviews-Leftbank_Restaurant-Egham_Surrey_England.html,703,2,3,"['European', 'British', 'Vegan']","The Runnymede-On-Thames The Runnymede-On-Thames Hotel and Spa, Egham TW20 0AG England",+44 1784 220999,Website not scraped,Menu not scraped,#3 of 33 Restaurants in Egham,4.5,0.939,Egham,British,Vegan,,
152,Chupitos Tapas Bar and Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g2137059-d10266142-Reviews-Chupitos_Tapas_Bar_and_Restaurant-Welling_Greater_London_England.html,291,2,3,"['Mediterranean', 'European', 'Spanish']","28 Upper Wickham Lane, Welling DA16 3HF England",+44 20 3638 3098,Website not scraped,Menu not scraped,#2 of 55 Restaurants in Welling,4.5,0.982,Welling,Spanish,,,10.031
151,Lara Grill,https://www.tripadvisor.co.uk/Restaurant_Review-g2089670-d3923474-Reviews-Lara_Grill-Dagenham_Barking_and_Dagenham_Greater_London_England.html,418,2,3,"['Barbecue', 'European', 'Turkish']","20 Whalebone Lane South, Dagenham RM8 1BJ England",+44 20 8517 3355,Website not scraped,Menu not scraped,#1 of 66 Restaurants in Dagenham,4.5,1.0,Dagenham,Turkish,Barbecue,,13.609
164,Gulen Ocakbasi,https://www.tripadvisor.co.uk/Restaurant_Review-g2137059-d4912579-Reviews-Gulen_Ocakbasi-Welling_Greater_London_England.html,163,2,3,"['Mediterranean', 'Barbecue', 'Turkish']","100 Bellegrove Road, Welling DA16 3QD England",+44 20 8303 8777,Website not scraped,Menu not scraped,#3 of 55 Restaurants in Welling,5.0,0.964,Welling,Turkish,Barbecue,,9.75
185,Zayani Indian Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g23112259-d1888054-Reviews-Zayani_Indian_Restaurant-Sipson_Greater_London_England.html,417,2,3,"['Indian', 'Asian', 'Indian']","395 Sipson Road, Sipson UB7 0HU England",+44 20 8750 5557,Website not scraped,Menu not scraped,Ranking not found,4.5,,,Indian,,,29.999
189,Skewd Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g1480935-d4579186-Reviews-Skewd_Kitchen-Barnet_Greater_London_England.html,690,2,3,"['Mediterranean', 'European', 'Turkish']","Cockfosters Road, Barnet EN4 0BX England",+44 20 8449 7771,Website not scraped,Menu not scraped,#3 of 108 Restaurants in Barnet,4.5,0.981,Barnet,Turkish,,,18.94
188,Kervan Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d6654276-Reviews-Kervan_Kitchen-Romford_Greater_London_England.html,476,2,3,"['Mediterranean', 'European', 'Turkish']","160-162 Balgores Lane, Romford RM2 6BS England",+44 1708 459446,Website not scraped,Menu not scraped,#3 of 192 Restaurants in Romford,4.5,0.99,Romford,Turkish,,,18.129
187,Black Dog Beer House,https://www.tripadvisor.co.uk/Restaurant_Review-g7377416-d15247145-Reviews-Black_Dog_Beer_House-Brentford_Ealing_Greater_London_England.html,101,2,3,"['Pub', 'Bar', 'British']","17 Albany Road, Brentford, Ealing TW8 0NF England",+44 20 8568 5688,Website not scraped,Menu not scraped,#4 of 48 Restaurants in Brentford,4.5,0.938,Brentford,British,,Pub,19.213
186,The George,https://www.tripadvisor.co.uk/Restaurant_Review-g528813-d13977515-Reviews-The_George-Hounslow_Greater_London_England.html,248,2,3,"['Bar', 'Cafe', 'Pub']","Terminal Five Wellington Rd Terminal 5, Hounslow TW6 2GA England",+44 20 8283 5065,Website not scraped,Menu not scraped,Ranking not found,4.5,,,,,Bar,
182,Langleys,https://www.tripadvisor.co.uk/Restaurant_Review-g1752250-d4496607-Reviews-Langleys-Surbiton_Kingston_upon_Thames_Greater_London_England.html,536,2,3,"['International', 'European', 'British']","158 Ewell Road, Surbiton, Kingston upon Thames KT6 6HE England",+44 20 8390 7564,Website not scraped,Menu not scraped,#7 of 87 Restaurants in Surbiton,4.5,0.931,Surbiton,British,,,22.767
183,Zaza Ruislip,https://www.tripadvisor.co.uk/Restaurant_Review-g1869831-d1417165-Reviews-Zaza_Ruislip-Ruislip_Greater_London_England.html,596,2,3,"['Italian', 'Italian', 'European']","3-5 High Street, Ruislip HA4 7AU England",+44 1895 675352,Website not scraped,Menu not scraped,#3 of 80 Restaurants in Ruislip,4.5,0.975,Ruislip,Italian,,,29.023
184,Potli-An Indian Market Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2257012-Reviews-Potli_An_Indian_Market_Kitchen-London_England.html,544,2,3,"['Indian', 'Vegan', 'Vegan']","319-321 King Street Hammersmith, London W6 9NH England",+44 20 8741 4328,Website not scraped,Menu not scraped,"#544 of 16,986 Restaurants in London",4.5,1.0,London,Indian,Vegan,,14.932
181,The Steak Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13370343-Reviews-The_Steak_Restaurant-London_England.html,120,2,3,"['Steakhouse', 'British', 'Vegan']","316 Uxbridge Road Hatch End-Pinner, London HA5 4HR England",+44 20 8421 2878,Website not scraped,Menu not scraped,Ranking not found,4.5,,,British,Vegan,Steakhouse,27.008
179,Turtle Bay,https://www.tripadvisor.co.uk/Restaurant_Review-g12692256-d7060881-Reviews-Turtle_Bay-Ealing_Greater_London_England.html,1255,2,3,"['Caribbean', 'Bar', 'African']","16 High Street, Ealing W5 5DB England",+44 20 3067 0007,Website not scraped,Menu not scraped,#2 of 49 Restaurants in Ealing,4.0,0.98,Ealing,African,,Bar,19.511
180,The Crown,https://www.tripadvisor.co.uk/Restaurant_Review-g528819-d4228317-Reviews-The_Crown-Twickenham_Greater_London_England.html,980,2,3,"['Bar', 'British', 'Pub']","174 Richmond Road St Margarets, Twickenham TW1 2NH England",+44 20 8892 5896,Website not scraped,Menu not scraped,#6 of 138 Restaurants in Twickenham,4.5,0.964,Twickenham,British,,Bar,21.198
178,Flaming Cow,https://www.tripadvisor.co.uk/Restaurant_Review-g186417-d7029593-Reviews-Flaming_Cow-Eton_Windsor_Windsor_and_Maidenhead_Berkshire_England.html,949,2,3,"['American', 'Bar', 'British']","75 High Street, Eton, Windsor SL4 6BT England",+44 1753 863379,Website not scraped,Menu not scraped,#2 of 14 Restaurants in Eton,4.5,0.929,Eton,American,,Bar,40.564
177,Little Bay Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d787909-Reviews-Little_Bay_Restaurant-Croydon_Greater_London_England.html,1099,2,3,"['International', 'European', 'British']","32 Selsdon Road, Croydon CR2 6PB England",+44 20 8686 6981,Website not scraped,Menu not scraped,#6 of 337 Restaurants in Croydon,4.5,0.985,Croydon,British,,,16.276
175,Positano Italian Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g191261-d12786522-Reviews-Positano_Italian_Restaurant-West_Drayton_Greater_London_England.html,134,2,3,"['Italian', 'Italian', 'Mediterranean']","39 Station Road, West Drayton UB7 7LN England",+44 1895 347117,Website not scraped,Menu not scraped,#2 of 48 Restaurants in West Drayton,4.5,0.979,Drayton,Italian,,,30.706
176,New Bettola,https://www.tripadvisor.co.uk/Restaurant_Review-g190742-d1553245-Reviews-New_Bettola-Slough_Berkshire_England.html,352,2,3,"['Italian', 'Italian', 'Vegan']","Colnbrook Lodge Old Bath Road Old Bath Rd, Slough SL3 0NZ England",+44 1753 681600,Website not scraped,Menu not scraped,#1 of 167 Restaurants in Slough,4.5,1.0,Slough,Italian,Vegan,,
174,Parkside Brasserie,https://www.tripadvisor.co.uk/Restaurant_Review-g503784-d17734321-Reviews-Parkside_Brasserie-Hornchurch_Greater_London_England.html,101,2,3,"['French', 'European', 'Vegan']","194 Elm Park Avenue, Hornchurch RM12 4SD England",+44 1708 459327,Website not scraped,Menu not scraped,#4 of 93 Restaurants in Hornchurch,5.0,0.968,Hornchurch,French,Vegan,,16.647
173,Humphry's Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g499486-d3185406-Reviews-Humphry_s_Restaurant-Stoke_Poges_Buckinghamshire_England.html,215,4,4,"['European', 'British', 'Vegan']","Stoke Park Park Road, Stoke Poges SL2 4PG England",,Website not scraped,Menu not scraped,Ranking not found,4.5,,,British,Vegan,,40.391
172,Gastronomical Burgers and Desserts,https://www.tripadvisor.co.uk/Restaurant_Review-g1480935-d7259169-Reviews-Gastronomical_Burgers_and_Desserts-Barnet_Greater_London_England.html,136,2,3,"['British', 'Vegan', 'Vegan']","Ferny Hill Farm Tea Rooms Hadley Wood, Barnet EN4 0PZ England",+44 7909 262227,Website not scraped,Menu not scraped,#2 of 108 Restaurants in Barnet,4.5,0.991,Barnet,British,Vegan,,
171,Northwood Piazza,https://www.tripadvisor.co.uk/Restaurant_Review-g1999999-d2515295-Reviews-Northwood_Piazza-Northwood_Greater_London_England.html,297,2,3,"['Italian', 'Italian', 'European']","28 Green Lane, Northwood HA6 2QB England",+44 1923 829670,Website not scraped,Menu not scraped,#2 of 44 Restaurants in Northwood,4.5,0.977,Northwood,Italian,,,30.459
170,Chez Abir Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1014977-Reviews-Chez_Abir_Restaurant-London_England.html,208,2,3,"['Lebanese', 'Mediterranean', 'Middle Eastern']","34 Blythe Road, London W14 0HA England",+44 20 7603 3241,Website not scraped,Menu not scraped,"#156 of 16,986 Restaurants in London",5.0,1.0,London,Lebanese,,,13.149
169,The Pheasant Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g7940437-d2091217-Reviews-The_Pheasant_Restaurant-Harlington_Greater_London_England.html,1985,2,3,"['Pub', 'British', 'Vegan']","98 West End Lane Pheasant Inn, Harlington UB3 5LX England",+44 20 8759 9685,Website not scraped,Menu not scraped,Ranking not found,4.5,,,British,Vegan,Pub,
168,La Rosetta,https://www.tripadvisor.co.uk/Restaurant_Review-g7377416-d1318125-Reviews-La_Rosetta-Brentford_Ealing_Greater_London_England.html,274,2,3,"['Italian', 'Italian', 'Mediterranean']","201 High Street, Brentford, Ealing TW8 8AH England",+44 20 8560 3002,Website not scraped,Menu not scraped,#3 of 48 Restaurants in Brentford,4.5,0.958,Brentford,Italian,,,
167,Latino Taverna,https://www.tripadvisor.co.uk/Restaurant_Review-g186419-d1223575-Reviews-Latino_Taverna-Windsor_Windsor_and_Maidenhead_Berkshire_England.html,723,2,3,"['International', 'Mediterranean', 'European']","3 Church Lane, Windsor SL4 1PA England",+44 1753 857711,Website not scraped,Menu not scraped,#15 of 131 Restaurants in Windsor,4.5,1.0,Windsor,International,,,40.433
166,Masti,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d1006133-Reviews-Masti-Wembley_Greater_London_England.html,475,2,3,"['Indian', 'Bar', 'Asian']","576-582 High Road, Wembley HA0 2AA England",+44 20 8782 2252,Website not scraped,Menu not scraped,#4 of 155 Restaurants in Wembley,4.5,0.981,Wembley,Indian,,Bar,
165,The Gate,https://www.tripadvisor.co.uk/Restaurant_Review-g191301-d15114893-Reviews-The_Gate-Richmond_upon_Thames_Greater_London_England.html,172,2,3,"['Bar', 'British', 'Vegan']","Richmond Hill Richmond Harbour Hotel & Spa, Richmond TW10 6RP England",+44 20 8940 0061,Website not scraped,Menu not scraped,#10 of 116 Restaurants in Richmond,4.5,1.0,Richmond,British,Vegan,Bar,19.733
163,Al Forno,https://www.tripadvisor.co.uk/Restaurant_Review-g2365649-d3741279-Reviews-Al_Forno-New_Malden_Greater_London_England.html,348,2,3,"['Italian', 'Italian', 'Mediterranean']","107 High Street, New Malden KT3 4BP England",+44 20 8949 0055,Website not scraped,Menu not scraped,#2 of 56 Restaurants in New Malden,4.5,0.982,Malden,Italian,,,19.629
162,The Real Greek - Windsor,https://www.tripadvisor.co.uk/Restaurant_Review-g186419-d6691959-Reviews-The_Real_Greek_Windsor-Windsor_Windsor_and_Maidenhead_Berkshire_England.html,1095,2,3,"['Mediterranean', 'European', 'Vegan']","2 River Street, Windsor SL4 1QT England",+44 1753 857435,Website not scraped,Menu not scraped,#13 of 131 Restaurants in Windsor,4.5,1.0,Windsor,European,Vegan,,40.544
161,Achari,https://www.tripadvisor.co.uk/Restaurant_Review-g191261-d1319068-Reviews-Achari-West_Drayton_Greater_London_England.html,401,2,3,"['Indian', 'Asian', 'Indian']","361-363 Sipson Road Sipson, West Drayton UB7 0HU England",+44 20 8476 1100,Website not scraped,Menu not scraped,#3 of 48 Restaurants in West Drayton,4.5,0.958,Drayton,Indian,,,29.999
159,Prima Fila,https://www.tripadvisor.co.uk/Restaurant_Review-g1842228-d2384934-Reviews-Prima_Fila-Walton_On_Thames_Surrey_England.html,407,2,3,"['Italian', 'Italian', 'Mediterranean']","14 Bridge Street, Walton-On-Thames KT12 1AA England",+44 1932 228222,Website not scraped,Menu not scraped,#1 of 49 Restaurants in Walton-On-Thames,4.5,1.0,Walton-On-Thames,Italian,,,30.324
160,The Amber Fort,https://www.tripadvisor.co.uk/Restaurant_Review-g2549055-d3332821-Reviews-The_Amber_Fort-Beckenham_Greater_London_England.html,349,2,3,"['Indian', 'Asian', 'Indian']","166A Upper Elmers End Road, Beckenham BR3 3DY England",+44 20 8658 4444,Website not scraped,Menu not scraped,#5 of 88 Restaurants in Beckenham,4.5,0.955,Beckenham,Indian,,,11.824
158,Mezze Ocakbasi Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g1635502-d4598323-Reviews-Mezze_Ocakbasi_Restaurant-Woodford_Redbridge_Greater_London_England.html,502,2,3,"['Mediterranean', 'European', 'Turkish']","2 Johnston Road, Woodford IG8 0XA England",+44 20 8505 4312,Website not scraped,Menu not scraped,#2 of 58 Restaurants in Woodford,4.5,0.983,Woodford,Turkish,,,12.444
157,Sougtani Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g7380842-d12019992-Reviews-Sougtani_Restaurant-Pinner_Greater_London_England.html,282,2,3,"['Lebanese', 'African', 'Mediterranean']","81 Bridge Street, Pinner HA5 3HZ England",+44 20 3556 4469,Website not scraped,Menu not scraped,#3 of 48 Restaurants in Pinner,4.5,0.958,Pinner,Lebanese,,,26.998
156,Denny's Seafood Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g1637599-d2559730-Reviews-Denny_s_Seafood_Restaurant-Chislehurst_Greater_London_England.html,398,2,3,"['Seafood', 'Vegan', 'Gluten Free Options']","3 Station Approach, Chislehurst BR7 5NN England",+44 20 8467 5612,Website not scraped,Menu not scraped,#2 of 35 Restaurants in Chislehurst,4.5,0.971,Chislehurst,,Seafood,,12.084
150,Carved,https://www.tripadvisor.co.uk/Restaurant_Review-g1439404-d8445369-Reviews-Carved-Bexleyheath_Greater_London_England.html,210,2,3,"['American', 'Indian']","146 Broadway, Bexleyheath DA6 7DW England",+44 20 8616 2860,Website not scraped,Menu not scraped,#4 of 83 Restaurants in Bexleyheath,4.5,0.964,Bexleyheath,American,,,12.63
148,Riennas,https://www.tripadvisor.co.uk/Restaurant_Review-g503784-d4553810-Reviews-Riennas-Hornchurch_Greater_London_England.html,458,2,3,"['Steakhouse', 'Seafood', 'European']","196 High Street, Hornchurch RM12 6QP England",+44 1708 469463,Website not scraped,Menu not scraped,#3 of 93 Restaurants in Hornchurch,4.5,0.978,Hornchurch,European,Seafood,Steakhouse,18.265
149,Sidi Bou - London,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11905307-Reviews-Sidi_Bou_London-London_England.html,110,2,3,"['African', 'Mediterranean', 'Middle Eastern']","44 Haven Green, London W5 2NX England",+44 20 8998 7998,Website not scraped,Menu not scraped,"#323 of 16,986 Restaurants in London",5.0,1.0,London,African,,,19.368
146,Friends Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g7380842-d1415050-Reviews-Friends_Restaurant-Pinner_Greater_London_England.html,773,4,4,"['European', 'British', 'Vegan']","11 High Street, Pinner HA5 5PJ England",+44 20 8866 0286,Website not scraped,Menu not scraped,Ranking not found,4.5,,,British,Vegan,,26.789
147,Beirut Nights,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4154575-Reviews-Beirut_Nights-London_England.html,623,2,3,"['Lebanese', 'Mediterranean', 'Middle Eastern']","19 Abbey Road Park royal, London NW10 7RB England",+44 20 8961 2101,Website not scraped,Menu not scraped,"#344 of 16,986 Restaurants in London",4.5,1.0,London,Lebanese,,,17.347
